,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
/location/country/form_of_government,-0.34200358,0.34372166,-1.6370064,-0.783875,1.4278486,-0.5082647,-0.12539145,-0.8452832,0.7353822,-0.6028199,1.5459261,-1.0490655,-1.4627349,-0.22278939,0.9981973,-1.3891335,0.9441486,1.028371,-0.13368902,-1.0378752,0.6480146,-0.9146431,1.0641857,-0.9759167,0.7071669,-0.13964045,0.13800429,-0.69234776,0.61973464,-0.94464254,0.47894746,-1.1569544,-1.4285418,0.94725806,0.1368335,-0.64895463,0.61572015,-0.98419994,-0.953884,-0.6273378,-0.77297103,0.10223929,0.027030455,-0.3421188,-0.23691925,-1.1884185,0.55859625,0.67020977,0.2460973,-0.356123,1.9044299,0.19706243,2.1943033,-0.41222194,1.4836389,0.66168284,-1.720408,-0.19384801,-1.4375213,-0.038921658,-0.6300248,0.13001841,1.1194751,-0.814925
/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,-0.06533554,-0.24638383,-0.598514,0.18849427,0.2612508,-0.49482659,1.023247,-0.46500102,0.9738428,1.2585125,-0.7498933,-0.1373614,0.5293338,-0.45146728,1.4259067,-1.2732285,-0.69814193,0.8894528,-0.9931152,0.13461272,-1.5320337,-1.1252007,-0.45365143,1.2253515,-1.7132618,0.4455626,1.1941166,1.3098885,0.65857756,-1.3274568,-1.0768646,1.3374968,-1.1474876,0.24762116,-0.50295824,-0.6306995,1.2468438,0.88817525,0.046185624,-0.34812623,0.5246771,0.663376,0.886632,-1.369254,-0.29310775,0.7271663,0.4401748,0.8212024,0.89384025,-1.3832533,1.1736199,-0.5497226,-0.38146868,0.34657782,0.31278902,-0.07942417,0.49166363,-1.0915514,0.31899104,-0.8681126,-1.1382475,0.43073726,0.24921212,1.1980473
/media_common/netflix_genre/titles,-1.3100643,0.7232946,-1.2389841,-0.0978194,0.91769916,0.4014918,1.433862,1.2056829,-0.44425306,-1.0234209,0.6969265,-0.66127163,-0.77578795,-0.029426826,-1.1710452,0.7252815,0.39502227,-0.30081934,-0.972677,1.025856,-0.5315237,-0.79009676,0.7298901,1.4536163,-0.237517,-0.1380853,0.46031386,-0.21113196,-1.0222839,-0.75987256,-0.18406895,-1.190152,-0.8709868,0.88933504,-0.6544245,1.4776146,0.29128143,0.9001475,0.15518604,-0.19798966,1.0462594,0.64419985,0.14857568,0.5602107,0.46070227,-1.3891386,0.23280717,0.61257714,-0.39085805,0.95534796,-0.15979809,-0.11322101,-0.9917869,-0.66897273,-0.5656892,0.5669183,0.85250896,0.42905614,1.5082955,-0.40397137,-0.3967671,0.66676736,1.1095736,0.512443
/award/award_winner/awards_won./award/award_honor/award_winner,-1.2304966,0.15979907,-1.3749905,0.75777745,1.8584844,-0.8735309,-1.1276202,1.9673749,1.5664451,1.8499037,-0.58039373,1.4617691,-1.3312306,-0.8835835,1.2354743,-0.75280637,-0.085248336,-1.0133123,0.2376366,2.123828,0.03514556,0.7657876,-1.0973032,-0.86969256,1.2450211,1.65546,0.81881124,-0.7531573,-1.3455192,1.7094809,1.8987333,1.6945378,-0.07393648,0.24961813,-0.055028006,0.00035568772,0.02130303,-0.03499673,0.03532518,-0.032028574,0.045523446,0.028204033,0.04097466,0.04836189,-0.061265346,-0.094624825,-0.09588601,-0.120257236,-0.09616187,0.030057987,0.14586778,0.0013550441,-0.071667045,-0.022116404,0.11294015,-0.15517385,0.049247168,-0.13239077,0.07863869,0.20120916,0.14958727,0.052110128,0.037775856,0.029630892
/soccer/football_team/current_roster./sports/sports_team_roster/position,2.1077702,-0.039044667,0.736736,0.9100065,0.8312526,-0.6794948,0.8692117,-0.36504912,-1.456506,-0.24909309,0.38381815,0.822216,0.408304,1.9750788,-0.3357894,0.28401005,0.35186386,-1.5782093,-0.52589387,0.5538074,-2.1640747,-1.0462356,-0.7275429,-0.33426058,1.0244551,0.07461154,-0.3850245,-0.097828224,0.44262573,1.2267008,0.15761358,-1.4116563,-0.5289777,-0.48543438,-0.8068355,-1.0028247,0.08105334,-0.94064486,1.0234683,0.34242257,0.4371639,-0.2210285,-2.6274478,-1.5158483,-1.3884865,-0.7630739,0.2833034,0.46514893,-1.3087963,-0.7709135,-0.67779744,-1.3884747,-2.4193037,-0.28782827,-0.7648597,-0.7590288,-1.8642846,-0.78228563,-0.6640583,-0.41756108,1.0658146,-1.2294512,-1.1594605,-0.5169514
/soccer/football_team/current_roster./soccer/football_roster_position/position,0.73754615,-0.4463223,-0.30730113,-0.10717189,-0.9511332,1.623455,-1.3744669,0.78846526,-1.6592815,-0.4368157,0.8709681,1.4342077,-0.11457704,0.28578115,0.21968068,0.58574027,0.2891041,-0.4035567,-1.0459867,0.26673076,-1.7756141,-1.2243081,0.9785615,-0.07665729,0.8748312,-0.6523096,0.78257215,0.49961007,1.0186933,-0.7919144,-0.68815726,-1.4120961,-0.82303554,0.2601085,0.13613383,0.84167635,-0.51023304,-0.8240659,0.35476556,-0.47253692,1.0613985,-0.7851494,-2.4076257,-1.0796864,-0.26809716,-0.1802591,1.4959129,0.08181868,-1.3821927,-0.10382531,-1.5903585,-1.1408308,-2.3738775,-0.5130112,1.2248782,-0.28020167,-0.14434606,0.22454882,-0.4894276,0.49253047,1.1733587,0.08159592,-1.2546746,-0.89859366
/film/actor/film./film/performance/film,-0.8268609,-0.4482673,-0.8696324,-0.8072834,-0.3788986,0.5774849,0.80437833,1.2444471,1.3093685,0.9890735,-0.479515,-0.03502926,-0.7018192,0.41692558,1.1734662,-1.1982553,1.1153171,1.1233114,0.5617472,0.09335472,-1.8698123,-1.3804703,-0.5218172,1.1939949,-1.8596257,0.13263391,1.0455157,0.12728827,-0.84148586,-1.2261239,-1.4581552,0.48800638,1.1351738,0.13530876,-0.50078434,1.346638,-1.0407177,-1.092935,-0.060822036,-0.094178304,-0.22002369,-0.749598,-0.90143013,1.1653212,-0.38287127,-1.6649429,0.3997794,-0.8306639,-0.5890777,0.5819622,0.84492147,0.9695688,-0.7862436,0.15372194,1.2508742,-0.0932923,-0.50703573,0.86331666,0.49679783,-1.1769146,1.0360997,-0.80548865,-0.5940147,1.5583014
/award/award_category/nominees./award/award_nomination/nominated_for,-0.3677699,0.051361717,1.4852935,-0.053746708,0.61537665,1.003458,-0.6318183,1.1554406,0.43875805,1.1575742,-0.9976034,0.8487503,-1.5761462,0.85931873,-0.21440107,0.8060971,-0.19753365,-0.21546113,-0.7059039,1.0267612,0.8802586,-0.7580801,-0.6668436,0.34950206,0.56307375,0.27691305,-1.0233778,0.75501585,-0.5586595,-0.19857106,-0.8208025,1.2662673,0.35262436,-0.52516603,0.09099207,0.3275722,-0.6848966,-0.19772969,0.9522093,-0.72411704,0.4673462,-0.4189354,-0.83492935,1.3263279,0.2707494,-0.5709413,0.5366489,0.8185187,0.8907937,0.8868738,-1.0861404,0.71136135,0.19772395,-1.7006291,-1.1156776,1.2773786,-0.93340045,-0.15815039,-1.4405667,0.5893791,0.7320135,0.82853657,-1.3682551,-0.6060806
/award/award_nominee/award_nominations./award/award_nomination/award_nominee,-0.6914552,-0.6573168,-1.057119,-0.32408118,2.0753744,-0.898474,-1.096021,1.5192274,1.9927915,1.9347388,-0.50596315,-0.15651126,-1.341986,-0.55537695,1.9454604,-0.8052292,0.93849444,-0.9937542,-0.73631036,1.731815,0.64656574,0.39669812,-0.967667,-0.26934293,1.6059445,1.8642032,0.3956828,-0.9085175,-1.2065966,2.0072658,1.1142539,1.7262837,0.11427387,-0.024763573,-0.023266638,-0.0238954,0.03796284,0.06495694,-0.030802272,0.006392538,-0.01124441,0.034430075,0.014970718,-0.12887272,-0.074380614,0.03970472,-0.015165035,0.02688696,0.107628465,-0.14542669,-0.019581627,-0.071117125,-0.33888373,-0.07539638,-0.08856709,-0.0026391675,0.026759414,-0.0722128,-0.084061295,0.014166929,0.023472667,-0.023083067,-0.048169352,-0.055064
/music/performance_role/regular_performances./music/group_membership/role,0.48420623,1.1327633,-1.1630561,0.41749617,-1.3890966,-0.27347583,-0.4101106,-1.3985605,2.0094707,0.57393587,-0.21652718,0.9636072,1.5327423,-0.2732899,-0.36799306,0.8791191,-1.8339852,0.86868405,-0.8748795,-1.6696645,-0.42538482,0.68983173,-1.2437176,0.28761038,2.2818644,0.5933497,-0.39605948,-0.78243184,-0.4348879,-1.7090493,0.43972576,0.7525608,-0.006040863,0.028869342,-0.116028786,0.033476777,0.026536534,0.01733622,0.06588079,0.02155732,-0.08150082,-0.020511191,-0.14027986,0.11532787,-0.032009054,0.090447664,-0.082597636,0.039837886,-0.052645948,-0.01693785,0.0516959,0.0069875,-0.21879676,-0.082391575,0.112540185,0.02387301,0.093308665,0.09045396,0.02038624,0.07776835,0.055519283,0.012125793,-0.26056764,-0.006021098
/award/award_category/winners./award/award_honor/ceremony,-0.14678618,-0.24015437,-0.045462146,-1.2151316,-0.5999453,-2.0111253,0.56491876,-0.59563786,0.69165796,0.12010627,0.4608965,0.34940243,-0.23015577,-0.44079643,-0.17561899,1.9802042,-0.4702814,1.6855507,0.22333558,-0.18158552,1.7289758,-0.15629448,0.22751318,0.03918454,1.0921671,-0.71038413,-2.0908158,-0.5884284,-0.7918792,-0.71274436,0.42259964,-0.32104352,0.475517,-0.47583592,-0.03360636,-1.2422426,1.138788,0.304216,1.635951,0.41666117,0.0155702755,-0.10223403,-0.9426685,-0.4995307,-0.11569734,-0.7828312,-0.44253233,1.898651,-0.62331575,1.1380168,-1.142306,-1.0574154,-0.30639765,-0.00038362795,0.06659756,0.06419001,1.3378378,-0.45317015,1.1292129,-0.061290737,0.88799965,-0.6344749,0.5408276,1.0649177
/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,-0.035450906,-0.712336,-0.5829346,0.059368346,-0.5028137,0.17315005,-0.4803827,-0.38585833,-0.5390119,0.6006753,1.4571834,0.21785273,0.16661939,0.010730585,-0.11575855,-0.25245568,0.0430171,0.43219808,0.8790175,-0.14600004,-2.3489609,1.7011051,0.33306494,0.3772211,-1.3388355,-1.2201532,0.43749124,-0.2531562,0.610423,-0.02686963,-1.4483039,-2.3294692,0.640078,-0.7681064,0.41693622,-0.71676207,0.3072605,-0.450305,0.90798074,-0.2784519,-1.2808965,1.2167821,-0.15247029,-0.039317463,-0.942342,-0.35086757,1.8525614,-0.273242,-0.693329,-0.7453881,-0.6773104,-1.0294933,-1.6724552,0.98248583,0.28455296,-0.95622444,0.51431364,0.6046097,-0.76586425,-0.0937791,0.5176135,1.0692891,0.027368788,-0.15523289
/award/award_winning_work/awards_won./award/award_honor/award_winner,-0.40898994,-1.0849628,-0.62198734,-0.32444072,-0.23896718,0.70127285,0.60688895,1.2801111,1.2138004,1.0691702,0.2095215,-0.09111978,-0.33362702,0.57051873,1.1396707,-0.9359057,0.49219826,1.1093516,0.20065421,-0.2385832,-0.9410026,-0.5504454,-0.8442993,1.4104341,-1.2218536,0.60829127,1.6830626,0.58340496,-0.54072493,-1.3566116,-1.7009457,1.5902718,-1.1649934,0.24850357,-0.36492038,-1.4250797,1.4201016,1.1556106,0.33731976,-0.44174394,-0.23583372,1.1077145,0.71340954,-1.6375749,0.20752616,1.2655115,0.29414427,0.74922323,1.0104612,-0.6954645,-0.24148887,-1.3982857,0.48629674,0.07999012,-0.5377774,-0.18896434,0.16677755,-1.2924238,-0.31941426,0.48610616,-1.0942639,0.7863886,0.28006518,-0.70826554
/film/film/release_date_s./film/film_regional_release_date/film_release_region,-0.4737115,-0.09130893,0.18673792,0.10326901,0.32068327,-0.038295902,0.08847089,0.3312419,0.2930849,-0.57358956,-1.4635191,0.39810875,0.16323245,0.17061828,-0.9747983,-0.9822248,-0.102108605,-0.27839234,-0.8399765,-0.1445315,-0.25132534,0.34283474,0.1588037,0.090523005,-0.14219274,0.13043469,0.023044486,0.936603,-0.18598548,0.31603816,-0.91253614,-1.5111309,0.41021731,-0.3484832,-0.14401892,-0.15691052,-0.26840582,-0.30247062,-0.84432745,-0.42711273,-0.45273757,0.81081986,0.6369041,-0.40989727,-0.18750265,-0.23012073,0.22302927,-0.5165096,-0.13916892,-0.76371497,0.41693524,-0.19347815,1.0154622,-0.44955373,1.0551423,0.08102812,-0.5668778,1.9465216,0.15171713,0.96750486,-0.04650492,0.39393532,-0.5468324,0.33543083
/film/film/language,0.2503048,-0.16252634,0.71561986,-0.29233277,0.40031844,0.52686566,-0.5668297,0.5272576,-1.0546964,-0.17666347,1.5066559,-0.68931144,-0.6178598,-0.56677663,-1.1461302,0.25303116,-0.1761224,0.011007417,-0.05965025,-0.0911312,1.15936,-1.2756076,0.41500816,-0.2618957,-1.2553986,-0.41845417,-0.50671065,-0.23289731,-0.6884367,0.09508357,0.146325,-1.1344033,-0.4466779,0.4928848,0.55245984,0.96299917,-1.3292439,0.5314425,0.27484602,1.050064,0.035442483,-0.69394976,-0.6064806,-0.33188188,-0.18680821,0.72047466,-0.12925382,0.6696967,-0.14338341,-0.8400174,0.35068,-0.5837726,-1.7411103,0.0157544,0.696578,0.93015087,-0.44954458,0.28913176,-0.630601,-1.0034686,0.63013417,-0.61075366,-0.97424227,1.4805607
/location/location/contains,-0.87062883,0.7393605,0.28425926,1.0628837,1.5657952,0.8664917,-0.6005401,-0.7443031,1.401436,-0.23503377,-0.26891404,0.63478446,-0.059580356,1.6435971,-0.20871498,-0.8441727,0.12460233,-0.48037165,1.0579838,1.7179829,1.0496649,-0.4985718,-0.1418194,0.007060191,1.2340869,-0.89962494,1.8979048,-0.33143672,0.34477338,-0.24457839,1.0126644,1.1248251,-0.8084239,0.5589021,-0.54862976,1.2769742,-0.26813868,0.00786423,-0.23887949,-0.04385449,0.9467175,-0.48989734,-1.3071223,-0.2427924,0.14659421,0.67654043,-0.32399246,0.30469292,0.80046856,-1.0440648,-1.2219852,-0.121603236,-0.8560575,0.6070967,-0.6718713,0.4186988,0.8884654,0.11708246,1.0926638,0.5403923,-1.241909,0.8806004,0.93415904,-1.3381494
/organization/organization/headquarters./location/mailing_address/country,-0.34183457,-0.40343845,-0.2003141,0.74141246,0.77708435,1.1559228,-1.1533312,-0.5863765,0.9219193,1.6036221,-1.4697895,0.94395304,0.47654182,0.7538057,-1.3181025,-0.24272223,-0.38860205,-0.570401,0.012107708,-0.33348122,1.7516457,0.60278267,-0.14195961,0.39377946,1.2047136,-0.45663875,0.95478535,-0.6369023,0.66689557,0.8128934,0.78770447,-0.03596437,-0.73525506,-0.30759007,-0.69327086,-1.2657202,-0.49437478,0.052914243,1.2449735,-0.40913692,-0.87372285,0.8535979,2.3847837,0.41109037,0.860635,0.15210341,0.3515495,0.12737782,0.22271712,1.3932751,0.34622514,-1.2054944,1.1129857,-1.0046763,0.89739186,-1.0896394,-0.4946499,-0.9375253,-0.9388093,0.03163583,0.09798676,-0.36850291,0.82065016,1.2580445
/people/person/profession,0.37046316,-0.3671359,-0.48557907,-0.4321154,0.834316,-1.0950953,0.68986946,-0.7391625,-1.0322448,0.79697883,0.08051728,-0.7607945,-0.2968025,-0.1227002,0.1918481,0.053399127,0.75190043,0.6199294,-1.0787587,0.62570345,1.5288851,-0.36910632,-0.62083375,-0.05511663,0.16300929,-0.63276565,0.87354624,0.46146983,-0.58943206,-0.22198497,0.14189182,0.27397195,-1.1059301,-1.0744718,0.6394342,-0.5760514,0.32398418,-0.29120645,-0.1029837,-0.049835797,0.2933855,0.016637402,-2.78434,-0.14693063,0.11451093,-1.0314155,0.9729777,-1.0722954,-0.36626977,0.68880135,0.41025844,-0.099024154,1.5768591,-0.94070476,0.82008547,0.97262913,-1.7057815,-0.055374898,-0.635602,-1.0455503,0.19092943,-1.1241238,0.98952854,-1.1864736
/location/statistical_region/religions./location/religion_percentage/religion,1.7014701,0.29374614,-0.71061397,-0.9886562,-0.9671027,0.8918853,-0.1459818,-1.453833,1.0004858,0.39006674,-1.1223594,0.7479336,-0.32836393,0.8439125,-0.98622566,2.1703029,0.8412646,-0.23154253,0.21975596,0.6819687,0.54460645,1.0396042,-0.7364942,-0.52577007,1.2528579,-0.7394393,-0.497255,-0.77950543,-1.0601813,1.2738583,-0.15074489,-0.36522207,1.7628247,0.86730856,-0.31824508,0.28101486,0.048074927,0.045084964,1.1631806,-0.4327206,-1.7735207,0.49993348,-0.21721222,-1.5694209,-1.1407994,0.5232235,-1.2330366,-0.8090811,-0.085890025,-1.7629068,1.3764749,0.13347812,-0.8815613,0.32880512,1.4772311,0.006670085,0.681844,-0.09920208,1.0619323,-0.8751229,-0.53169787,-0.6837946,0.38740584,0.8146164
/award/award_nominee/award_nominations./award/award_nomination/award,1.5898484,-0.36721888,-0.23306036,0.4130299,1.1964185,0.6697097,-1.5080618,-0.2796557,1.0652685,0.4087434,0.9189344,1.1089228,-0.51280123,0.85408604,-1.108571,-0.8083275,-0.016144188,-0.0046567605,1.2955332,0.12631637,-0.9890862,-0.5038552,-0.8592462,0.4225493,-0.80398375,-0.85968786,-0.80135024,0.6026206,0.36708492,-0.073909655,0.81011033,1.0419852,-0.38438168,-1.3549743,-0.04661302,0.28840414,-0.6150429,-0.25009152,-0.18235523,0.69417864,-1.3755594,-0.7942467,1.8184006,0.1688481,-0.815439,-0.7852945,0.69821715,0.3963061,0.19889626,-1.2851735,0.5363901,0.98849696,-2.557237,0.7552443,-0.4121195,-1.3030701,-2.0463822,0.5768023,0.88325673,-0.41830084,-0.61941296,1.632276,-1.0039902,1.3121818
/music/genre/artists,2.1009455,-1.4824995,-0.6002374,-1.5117884,-0.47511315,-0.007818648,-1.368558,1.3533301,-0.064297654,-0.6296482,-0.23657216,0.1777879,-1.0763505,1.3455468,-1.0778698,-0.9421172,-0.37090033,0.19400397,1.2678177,-0.10981026,-0.9170751,0.98042876,-1.1094863,1.2587043,1.1101079,1.0496544,-1.5190678,0.58358175,1.1772802,1.0055642,-1.4759212,-0.38196108,0.4407606,-1.1707594,1.4343632,0.67090464,1.5834653,-0.41508695,-0.4331827,0.5236521,-1.50458,-1.2882781,-1.4116427,1.3635269,-0.34078336,-1.1696997,0.6942427,1.3160846,1.130023,0.7753687,-0.7927577,0.9386491,0.5563227,-1.065779,-0.43052953,0.0070487964,-2.1628606,0.96418685,-0.6760313,0.7613762,0.6324022,-1.0493677,-0.5253885,-1.6520163
/influence/influence_node/influenced_by,1.7743592,1.9234229,0.78289163,-0.8494813,0.081705794,1.1323705,-0.6013399,-0.42605054,0.76916707,-0.4298729,-0.004383109,-1.2870992,-1.2600651,1.0803447,0.9631919,-1.0797638,-1.046477,-0.7971652,1.6086743,0.2782585,1.3199995,0.66290617,1.6360921,-0.43268165,2.0635972,-0.5252989,0.75321424,0.89895517,0.14343828,0.77989995,0.27468562,1.2581513,-0.32918727,-0.16555567,0.42763177,0.64141726,0.65700656,0.37500587,-1.192582,0.6404466,-0.39510894,0.5337116,0.21003729,0.5610043,-0.29181904,0.440191,0.5172895,-0.3237674,-0.6789592,-0.44677237,-1.1327381,0.9792484,-1.4579839,1.2389812,-0.2405517,0.80474627,-0.012353871,0.83578885,1.1021534,0.19441558,-1.1807818,-0.5026532,0.9034566,-1.364198
/education/educational_institution/students_graduates./education/education/student,-0.6549396,1.1089085,1.2279426,-0.35858157,-0.73502016,-0.047459163,0.83325666,-1.092134,0.6126578,0.45299193,0.050368953,-0.7564198,-0.21436962,0.95664275,0.7312374,-1.1660957,-0.9220557,-1.0924249,1.2127091,-0.78055686,0.6790627,-0.68761027,-1.2100289,-0.5395862,-1.2967336,0.7368953,0.49867392,0.83025444,-1.1228279,-0.6054005,-0.6912817,-0.88328874,0.5721285,-0.22278962,-0.19770147,-0.5806377,-0.119589716,-1.1961786,-0.07926036,0.0007598225,0.32279903,-0.36070508,1.1678662,-0.66937,-1.2133969,-0.0038424782,-0.27397975,0.09098779,-0.29446387,0.041273087,-0.7585706,0.46953267,-0.3013673,-0.98770857,0.28857338,-1.0165838,0.947784,-0.39582774,-0.925285,1.2384635,-0.3535251,-0.779025,-0.36512944,0.20977587
/organization/organization_member/member_of./organization/organization_membership/organization,1.3639677,-0.78195,-0.16988654,-1.1439556,-0.5363773,-0.24965248,0.8602632,-0.26434025,0.12965381,0.24606791,0.47176886,0.66085476,0.6583444,-0.27099383,0.17464264,1.2079083,-0.4760021,0.39258653,-1.7814121,0.42290488,0.06883979,0.35966995,0.86958116,0.44388402,-0.85839105,-0.10905789,0.558643,0.72293985,0.5394669,1.1871678,0.17825824,-1.159534,0.44747475,-1.548026,-1.7440758,0.29648384,1.5712436,-1.0233555,0.6685593,0.5497127,1.3639026,-1.031631,-0.48997116,0.6394163,-0.71320844,-0.82574534,-1.0713235,-1.3650093,-1.2331195,0.54293865,-0.15339229,0.8087589,-1.0618199,-1.431342,0.7199632,-0.567885,-1.4161358,1.3079499,-1.1339072,0.6981177,-0.93954414,-0.24785209,-1.6440763,-1.1213983
/people/person/place_of_birth,-0.6644884,1.4539762,-0.2940993,0.52137166,-0.49586898,-1.5516615,-1.3044314,0.35289186,0.85787874,-1.0245425,1.8126067,-0.72438186,-1.3095251,0.39803648,0.7751231,-0.29972228,0.26621407,0.946535,0.35135847,-0.791919,0.4659786,1.5258573,0.36963218,1.4537591,-1.6254787,0.15107305,0.5877775,-1.3803489,0.6663336,0.4598086,-1.2972101,-0.64639604,-0.752818,-0.25099468,1.4650629,0.678135,-0.69043237,0.7043062,0.7582445,0.9004314,0.32874745,-0.30071837,0.5293971,-1.2732325,-1.1812724,-0.9614699,0.8764891,1.016855,-0.8423561,-0.33842674,1.2434853,0.4324862,-0.87938756,-0.0051892577,1.2117586,-0.19205295,0.8002681,0.25192556,0.04612739,0.53989196,-0.028106142,-0.96483696,-0.28921166,-0.61875737
/common/topic/webpage./common/webpage/category,-0.7007924,-0.16917787,0.6166241,0.9602714,-0.08899306,0.5040703,-0.5739616,-0.53325737,0.80223405,-0.26743913,0.4351804,1.3071778,0.33929768,-0.05269615,0.85913545,0.1093001,0.360737,0.061130516,1.2085519,-1.2258171,-0.96369076,0.738576,2.018473,-0.5268291,-0.10737531,-0.24120212,-0.5513491,-0.506013,0.4412851,0.22514223,1.0514953,-0.3182248,0.5960204,-0.7108541,-0.64866424,-0.79424375,-0.51708126,-0.2651043,-0.8518872,-1.0918418,-0.9520058,1.4507533,-0.43416777,0.42256647,0.19394976,-0.4187666,-0.57780874,-0.07554176,-1.8588985,-2.5279026,-0.7656664,-3.6967766,-1.583547,-1.5018685,1.7650033,1.106179,-0.20197102,0.20934308,-0.8540964,0.7899337,0.55784094,0.19346282,0.68551564,-0.303024
/film/film/other_crew./film/film_crew_gig/film_crew_role,0.4625724,0.17939413,0.96859384,-0.5040078,-0.9122356,-0.2562425,-0.6094686,0.4113413,0.8001178,0.7105941,1.31676,-1.0541276,0.48733968,-0.47498238,-1.1491729,1.0081443,0.5953614,0.7307537,-0.71348196,-0.39314768,0.0024417052,-0.2954296,-0.13151881,-0.5662858,-0.13073848,0.5739098,-0.40903953,0.054108676,-0.7132378,0.7065304,-0.7240849,-1.1091539,0.61773336,1.6998048,0.25132638,0.72467345,0.87085336,0.5593317,-1.0432065,-0.6237909,0.19987759,0.45882812,-0.23292315,0.12905225,1.2326193,0.075702295,0.32549313,0.14345133,-0.6038176,-0.12509775,0.50037295,0.4545236,-1.572074,-1.321811,1.0892893,0.24110873,-1.2090538,-0.4000036,1.4207197,-0.8683918,-0.47195882,0.17508166,1.0101732,-1.3276165
/award/award_ceremony/awards_presented./award/award_honor/award_winner,1.2267041,-0.63096035,1.0634245,0.8548495,0.4543534,-1.1572664,0.02777087,-0.32600352,1.214602,1.3384266,-0.22486335,0.92135614,-0.5582834,-1.3290402,-0.5399483,-0.68729633,-1.51204,0.8477161,-0.4476178,1.1020464,-1.5182508,-0.21841459,0.3720556,1.3640918,1.0179055,1.1791617,0.40546793,-0.4881501,-0.9821709,0.31720066,1.3991873,-1.4697486,-0.4700606,0.9032634,-0.35991678,1.0917908,-1.5491079,-0.037366632,0.90909016,-1.315902,0.45592323,-0.6107625,0.0008352647,0.79993564,-0.648499,0.3766546,-1.2736584,0.51431215,0.008233628,0.82622826,0.732461,0.7903665,0.3272117,-1.5300897,-1.2297635,-0.15004757,1.3732314,0.66703826,1.6637834,-0.9966424,-0.30251512,1.2823973,0.33080396,-0.57922006
